customer_id,last_purchase,frequency,monetary,recency,R,F,M,rfm_score,rfm_total,segment
01ebb019-e73c-4594-ac19-5b1be0e2ae11,2017-11-07,2,116.21000000000001,298,2,2,1,221,5,Need Attention
01f4aa6b-efb8-4fa7-9397-544d9393095c,2017-09-09,2,689.95,357,1,2,4,124,7,At Risk
01f794b6-a158-4057-8b7d-b898456d6f53,2018-01-23,6,1058.93,221,2,5,5,255,12,Loyal Customers
0200ef90-9d29-450e-b35b-869aa34298a1,2018-06-07,2,613.86,86,4,2,4,424,10,Potential Loyalists
02010984-87b5-405b-b21c-447b0f6bba13,2018-08-21,1,78.88,11,5,1,1,511,7,Potential Loyalists
02089b7b-9f74-40ac-88c5-fde75ece0b88,2018-06-08,3,1719.59,85,4,3,5,435,12,Loyal Customers
020b57e3-80f7-4e15-9910-404e8a60eea2,2018-08-14,9,1454.24,18,5,5,5,555,15,Champions
0212b78a-e21f-4f62-b74a-0d85f588b140,2018-05-20,3,836.38,104,4,3,4,434,11,Loyal Customers
0218bd9a-ec03-4a74-a6be-6320e4d7939a,2018-04-05,2,269.14,149,3,2,2,322,7,Potential Loyalists
021cdfbe-e736-4d44-b6b7-d65a8a300439,2017-11-05,1,832.5899999999999,300,1,1,4,114,6,Hibernating
0222880b-eb66-4367-bbc2-2d9902bae370,2018-04-12,3,705.35,142,3,3,4,334,10,Loyal Customers
0233840c-0bfa-4020-b640-c0be1d77980d,2018-02-06,2,712.69,207,2,2,4,224,8,Need Attention
023b0a6b-8f35-4bfa-8b89-80671a029ca8,2017-11-22,2,952.66,283,2,2,4,224,8,Need Attention
023bc02c-16d8-4ded-90ba-8fcef53a7afe,2018-08-18,4,326.13,14,5,4,3,543,12,Champions
0240d412-befb-4845-bfb3-b9e26daaba11,2018-01-01,2,55.43000000000001,243,2,2,1,221,5,Need Attention
0240e2f9-9318-422b-b13a-54c27205358f,2018-07-10,3,1142.8700000000001,53,5,3,5,535,13,Loyal Customers
0243bdbe-517d-4ecc-92d5-bc2c2537485f,2018-07-30,9,1696.48,33,5,5,5,555,15,Champions
02446234-7db4-4055-b427-ae3570c68f80,2018-01-08,1,716.29,236,2,1,4,214,7,About to Sleep
024873b8-683e-4220-90ee-161756e7173e,2018-03-26,2,198.31,159,3,2,2,322,7,Potential Loyalists
024ed928-e7ab-44ac-b332-44f6a7482ea8,2017-04-04,1,122.72,515,1,1,1,111,3,Hibernating
02515416-2f78-4911-8b22-3815c99ac931,2018-06-21,4,1065.33,72,4,4,5,445,13,Champions
0251ad50-f583-4bed-bd7e-97b7a8cd1a14,2018-07-17,2,666.12,46,5,2,4,524,11,Potential Loyalists
025a6080-1e0b-4344-a187-c89c49bef90b,2018-06-20,1,52.62,73,4,1,1,411,6,Potential Loyalists
0261cefe-3cf0-423b-b43c-042ec53079a4,2017-08-10,1,135.36,387,1,1,1,111,3,Hibernating
0263231a-6e92-4fc3-8a9d-0b5e08a4c74d,2018-01-25,1,379.56,219,2,1,3,213,6,About to Sleep
02660da8-bd0f-410c-936e-ffe15e7bb66b,2018-05-12,4,558.45,112,4,4,3,443,11,Champions
026f1bf3-c87b-4212-b50b-de729623fdf7,2018-07-09,5,1124.44,54,5,5,5,555,15,Champions
027556b7-055d-412a-9d22-441818635bc5,2017-09-15,1,104.01,351,1,1,1,111,3,Hibernating
02827883-73a0-4a70-af17-7fe6e84fbe79,2017-05-27,1,56.97,462,1,1,1,111,3,Hibernating
02859a38-a6ba-4182-ad22-9acb0b86059d,2018-03-30,5,757.26,155,3,5,4,354,12,Loyal Customers
028dce1a-be87-491a-9a44-79485e4a4353,2017-10-31,2,212.10999999999999,305,1,2,2,122,5,At Risk
02991f74-c8b3-4d08-b7bc-2e5c9528ad5f,2018-04-24,3,400.65999999999997,130,3,3,3,333,9,Loyal Customers
02a0787e-fb3b-4d00-8dea-2debf80e8815,2018-03-21,3,162.81,164,3,3,2,332,8,Loyal Customers
02a75130-8f40-4ed0-8a1c-6c127ad6dd7d,2018-02-17,9,2615.22,196,3,5,5,355,13,Loyal Customers
02ae0cf0-12e5-4345-b4e9-b8d7e4129e93,2017-12-18,1,225.3,257,2,1,2,212,5,About to Sleep
02b8a005-f6e0-480f-9eeb-02102bdb2c4c,2018-08-28,4,417.98,4,5,4,3,543,12,Champions
02bf2ffd-70a7-47a0-9d0a-80c80930ad9a,2018-05-10,2,230.56,114,4,2,2,422,8,Potential Loyalists
02c42a95-6661-4934-a241-952f70cd4c9f,2018-08-12,4,483.12,20,5,4,3,543,12,Champions
02c82e96-a46c-42fc-b3d3-326b1874f058,2017-09-20,1,67.25,346,1,1,1,111,3,Hibernating
02d15acb-f7ea-4712-a434-7ecce0051ed9,2018-04-17,2,143.63,137,3,2,2,322,7,Potential Loyalists
02d56c33-70bb-403e-8d84-c2a309ebd486,2018-06-29,6,1251.8899999999999,64,4,5,5,455,14,Champions
02d81e66-f48d-4ef4-a744-5ac39fc02497,2018-01-15,1,91.81,229,2,1,1,211,4,About to Sleep
02e6709c-0383-4ecf-a319-c70fb9d592a0,2018-04-12,7,749.95,142,3,5,4,354,12,Loyal Customers
02edb3ae-9a59-42c0-a3fd-cdee0ea574b1,2018-08-21,2,104.13,11,5,2,1,521,8,Potential Loyalists
02eeb325-f701-4693-aeb5-3c9620bb1d0b,2018-03-31,1,297.04,154,3,1,2,312,6,Potential Loyalists
02eeb6fd-4258-43ba-93a2-e549aa5caf0c,2018-06-08,3,583.8100000000001,85,4,3,4,434,11,Loyal Customers
0302366f-1fb1-440f-9ce2-a655d6a14e17,2017-12-19,3,698.7,256,2,3,4,234,9,Loyal Customers
0311a720-10d1-4f9b-adc9-4a0eb94e9752,2018-07-01,4,1134.31,62,4,4,5,445,13,Champions
0328c9fa-4d18-4bd9-a3dc-48298b951c8c,2018-01-17,2,960.5799999999999,227,2,2,4,224,8,Need Attention
032edcfd-e105-49ed-a28e-2ff882268341,2018-01-15,3,195.99,229,2,3,2,232,7,Loyal Customers
032f6d63-8967-42b1-98e6-b8df6224ebe9,2018-07-29,1,483.96,34,5,1,3,513,9,Potential Loyalists
0331ff0b-494a-40a8-9821-d55b0477e5e7,2018-04-17,3,197.98,137,3,3,2,332,8,Loyal Customers
03380439-0012-40b3-8aec-f25c4261ef19,2018-02-25,5,834.7099999999999,188,3,5,4,354,12,Loyal Customers
0345083b-35d7-4d04-8637-71ccf733431b,2018-06-12,2,324.05,81,4,2,3,423,9,Potential Loyalists
03458d1e-32d8-455b-8815-ef6a42251a91,2018-03-13,2,613.9200000000001,172,3,2,4,324,9,Potential Loyalists
03491a3a-3160-4379-9a6d-a85b179c4b30,2018-07-19,3,667.45,44,5,3,4,534,12,Loyal Customers
034e6aca-d9f0-47c9-af75-848d55dd60e8,2017-11-22,1,26.01,283,2,1,1,211,4,About to Sleep
035bfce2-5b0d-49bb-be97-5afb722a81be,2018-03-14,2,126.4,171,3,2,1,321,6,Potential Loyalists
035d628f-805b-452f-9c26-bca792ba2675,2018-02-05,1,63.57,208,2,1,1,211,4,About to Sleep
035ff889-0487-4f95-8fa3-7c91c1dbf19a,2017-04-21,1,131.64,498,1,1,1,111,3,Hibernating
036a5d06-2769-4e58-a9fd-41e442aeb451,2018-01-25,3,342.31,219,2,3,3,233,8,Loyal Customers
037eb1c3-11cf-4a78-86b1-fc0769156f2a,2017-12-29,3,2124.39,246,2,3,5,235,10,Loyal Customers
0385f809-ddd3-4f6d-ad3a-fd63c7dc4880,2018-02-15,3,322.62,198,3,3,3,333,9,Loyal Customers
0386886e-b140-4753-adde-6a279019cc65,2018-05-21,9,1179.05,103,4,5,5,455,14,Champions
038a7d2f-531c-40af-b2d6-9bce47f93b83,2017-12-22,3,1824.24,253,2,3,5,235,10,Loyal Customers
038d9d18-7fee-4bba-a6c0-03d99ea59c6b,2017-08-12,3,694.72,385,1,3,4,134,8,At Risk
03906d0e-8abd-418e-8360-2b66c57d7034,2017-10-15,1,1759.14,321,1,1,5,115,7,Hibernating
0392193a-b1b4-49d3-ad16-ef962e5d30b4,2018-02-14,2,326.36,199,3,2,3,323,8,Potential Loyalists
0393fca5-2022-40ab-9296-3041c0ed8462,2018-07-24,2,786.6800000000001,39,5,2,4,524,11,Potential Loyalists
03988df3-d5b2-4054-b8ae-e66afb8d40a4,2017-10-15,3,551.0699999999999,321,1,3,3,133,7,At Risk
039c7ff7-3696-4d85-b3c7-cc407f3e5a9c,2018-04-23,7,1231.4,131,3,5,5,355,13,Loyal Customers
03ab9d79-4efd-4cb8-834d-7b7340082ca3,2017-03-12,1,42.92,538,1,1,1,111,3,Hibernating
03c82b21-925e-4537-9944-df6c1fd24e1f,2018-04-19,2,249.78,135,3,2,2,322,7,Potential Loyalists
03c9fa03-34cf-4cc1-883c-56e64e4dcbb9,2018-08-09,4,452.83000000000004,23,5,4,3,543,12,Champions
03cc7841-e705-4f4f-a66f-ac00cec3cfc5,2017-10-21,3,1037.98,315,1,3,5,135,9,At Risk
03d5b4da-3d61-4802-b487-59a9f8b7acf3,2018-02-24,2,318.63,189,3,2,3,323,8,Potential Loyalists
03e03683-6b1b-4aa0-bd66-c8d04c2ebbdb,2018-03-11,3,1703.41,174,3,3,5,335,11,Loyal Customers
03e2d435-18be-4a2d-b862-c5a0b21929c6,2018-07-03,2,785.38,60,5,2,4,524,11,Potential Loyalists
03e73d51-a2e1-4325-a519-67f66bfab0bb,2017-10-18,1,331.18,318,1,1,3,113,5,Hibernating
03e80926-c160-449c-8e10-2d72d2f4469e,2018-02-26,1,44.27,187,3,1,1,311,5,Potential Loyalists
03effe6a-1bce-4ae8-a516-b5bf8e8c46d2,2017-02-09,1,65.91,569,1,1,1,111,3,Hibernating
03f75e7b-7b8d-4ec4-95fc-e82edf5d52e3,2017-09-13,1,121.38,353,1,1,1,111,3,Hibernating
03fdc539-200a-44ad-baf5-c2d7bd378788,2018-03-07,4,765.5,178,3,4,4,344,11,Loyal Customers
040a7382-7f0f-479a-adf9-8d92be15dd2e,2017-12-06,1,122.03,269,2,1,1,211,4,About to Sleep
040a7f9c-0a6d-4197-a689-ec919dedb0dc,2018-06-08,4,842.58,85,4,4,4,444,12,Champions
04136d49-ca77-4c2c-bd4b-9faf94513a47,2017-12-09,1,354.6,266,2,1,3,213,6,About to Sleep
0425bdba-ac05-4e54-8d23-03203eb3b78c,2017-09-17,1,65.62,349,1,1,1,111,3,Hibernating
04381bef-711a-4f0f-b282-ab53ef665664,2017-12-17,4,492.28,258,2,4,3,243,9,Loyal Customers
0443200a-d5f6-466e-a739-c73fd47cbbc6,2018-05-26,5,543.52,98,4,5,3,453,12,Champions
044e8121-3ac9-4f62-8d38-615a7998a060,2018-04-27,2,426.61,127,4,2,3,423,9,Potential Loyalists
045a4134-e690-4e9f-a350-b754a60e70f8,2018-08-01,1,97.69,31,5,1,1,511,7,Potential Loyalists
046e173c-7ff5-4695-b2b7-e397f714e820,2018-04-19,3,259.19,135,3,3,2,332,8,Loyal Customers
0477e31b-a4b0-431f-a51e-b9852733a19a,2018-08-14,3,781.58,18,5,3,4,534,12,Loyal Customers
0480e0c4-21a6-410c-8a1d-180c08cfccf4,2018-01-21,2,832.6,223,2,2,4,224,8,Need Attention
048496f0-98f6-413d-8e45-9649a8ab9ae3,2018-04-29,2,259.7,125,4,2,2,422,8,Potential Loyalists
0486b685-1bd7-4966-bc91-c9b80f7699d3,2018-05-19,2,182.12,105,4,2,2,422,8,Potential Loyalists
04948d4a-6b16-46b9-8c0c-87dddb553ddd,2018-05-09,4,747.51,115,4,4,4,444,12,Champions
04951aef-9163-4903-8271-61a41db815e1,2017-07-29,1,95.11,399,1,1,1,111,3,Hibernating
049bb088-1378-44af-b304-b25229b761ec,2018-06-04,4,1086.49,89,4,4,5,445,13,Champions
04a072ed-c559-464a-a11c-4999b5333984,2018-03-24,7,1900.58,161,3,5,5,355,13,Loyal Customers
04a43885-2e61-481d-8011-d930ba8e1144,2017-12-24,3,400.64,251,2,3,3,233,8,Loyal Customers
04a71317-06ce-4af1-a11b-46449b10f9a6,2017-08-17,1,89.93,380,1,1,1,111,3,Hibernating
04a9e36f-b244-445f-a4b4-07637b5c7410,2018-06-26,6,1171.3,67,4,5,5,455,14,Champions
04aea4cf-de59-4541-87dc-a8fbbd32e19a,2018-03-13,2,1583.07,172,3,2,5,325,10,Potential Loyalists
04b3986a-fa34-4a38-894b-d1c222e74f24,2017-11-26,3,578.7,279,2,3,4,234,9,Loyal Customers
04b5bebe-3b5d-40e4-839e-0a21ec193b9d,2018-08-16,1,702.27,16,5,1,4,514,10,Potential Loyalists
04bcad73-6462-4f3f-883d-c0af7537fc5d,2018-01-13,3,582.5799999999999,231,2,3,4,234,9,Loyal Customers
04be3b58-a223-414b-91ce-7b45defa5179,2018-05-27,2,160.42,97,4,2,2,422,8,Potential Loyalists
04bf264d-ba6c-4835-9b5b-fe8142ea0387,2017-02-26,1,73.07,552,1,1,1,111,3,Hibernating
04ca6fda-06f6-495f-84fd-563f99e3b9cf,2018-06-18,4,2264.27,75,4,4,5,445,13,Champions
04d223b6-2e5a-467b-83f4-9865c0c02f69,2018-01-16,3,449.81,228,2,3,3,233,8,Loyal Customers
04d3c6e3-dca6-4962-b40d-9668577b9460,2017-12-02,1,54.2,273,2,1,1,211,4,About to Sleep
04d9596a-b435-4e57-ade1-9c6c808e02b8,2017-09-09,2,134.04,357,1,2,1,121,4,At Risk
04da497f-c585-44a0-9f88-5637a93ce874,2017-06-01,1,1569.1799999999998,457,1,1,5,115,7,Hibernating
04f212e5-5f15-46ff-911c-e987889fab03,2017-12-19,1,911.8199999999999,256,2,1,4,214,7,About to Sleep
050309c1-4af0-4509-afde-e75712470974,2018-07-31,6,1992.1599999999999,32,5,5,5,555,15,Champions
05139077-e96e-45f2-b8b8-0e40908b8d8d,2018-02-13,2,168.65,200,3,2,2,322,7,Potential Loyalists
0514e631-767d-4145-930c-4018c6b00a32,2018-07-27,3,862.3,36,5,3,4,534,12,Loyal Customers
051a30c5-e8b2-4fdf-b261-1a7eeaad529d,2018-03-07,3,761.0600000000001,178,3,3,4,334,10,Loyal Customers
0520b02f-e1fa-4538-bb1e-d3188e689b46,2017-01-08,1,246.34,601,1,1,2,112,4,Hibernating
05239ba1-f1eb-4b26-b89c-beb941691b04,2018-05-10,3,1796.0,114,4,3,5,435,12,Loyal Customers
05255406-b712-4d61-ba84-e3f55721dd82,2018-01-22,5,360.3,222,2,5,3,253,10,Loyal Customers
052fc99f-8282-43aa-a79b-404411e2a56b,2017-10-21,1,86.45,315,1,1,1,111,3,Hibernating
0530c36c-2481-46c7-abf4-ee81d460e7dd,2018-08-25,6,951.71,7,5,5,4,554,14,Champions
0531de9f-6f56-4f35-87f8-c675b42875dd,2017-12-23,3,313.54,252,2,3,3,233,8,Loyal Customers
05372f3d-9337-4213-b594-6396fbfa100a,2018-07-30,3,239.6,33,5,3,2,532,10,Loyal Customers
05390d67-7f67-427e-991b-0d86c1c98528,2017-11-19,2,107.48,286,2,2,1,221,5,Need Attention
0539a48f-c0a0-4673-83af-d9a5c176ef97,2018-06-14,1,77.63,79,4,1,1,411,6,Potential Loyalists
05469184-e971-490b-b42f-24ca3ff8508d,2017-03-03,1,110.07,547,1,1,1,111,3,Hibernating
05480e51-2aff-4e48-abbe-03b26378ff52,2017-12-01,3,422.12,274,2,3,3,233,8,Loyal Customers
054b2339-aeb2-4da1-807b-8e3d7da071bf,2018-08-25,6,1588.27,7,5,5,5,555,15,Champions
054be05b-002d-4ccc-9623-481a1f41dcbe,2017-09-27,1,40.25,339,1,1,1,111,3,Hibernating
055802e5-dba8-48eb-8d16-f23617f8e477,2017-08-12,2,605.0799999999999,385,1,2,4,124,7,At Risk
055917c3-9a61-4d0f-815e-ad579e70cf5f,2018-03-21,8,680.1800000000001,164,3,5,4,354,12,Loyal Customers
055f1288-51ff-4fab-8999-0d883b73f955,2018-06-17,4,423.01,76,4,4,3,443,11,Champions
05679375-5a8c-47fe-b955-984cb7c96906,2018-07-11,3,1241.92,52,5,3,5,535,13,Loyal Customers
057b17da-610d-4029-b3a4-09436ff7973c,2018-01-15,3,685.2,229,2,3,4,234,9,Loyal Customers
05826423-fc2d-417b-bfef-5da032afb6ad,2017-05-19,1,115.11,470,1,1,1,111,3,Hibernating
05881b21-2e2f-44b0-965d-dc0d013cb5cd,2018-07-18,1,106.48,45,5,1,1,511,7,Potential Loyalists
059035c6-4db2-404d-ada7-ed0c508deb85,2017-09-23,2,561.95,343,1,2,4,124,7,At Risk
059968fa-400d-4c4a-903a-cd3011bd2cda,2017-10-01,4,841.44,335,1,4,4,144,9,At Risk
05a6e5f3-ddf2-4a5d-80b0-d420568a638b,2017-12-04,4,1146.02,271,2,4,5,245,11,Loyal Customers
05a9b736-a0a8-4e7b-a57e-8b8a1d2b1012,2018-04-15,2,271.90000000000003,139,3,2,2,322,7,Potential Loyalists
05ad284d-92e3-4df4-9dd9-ab209ad3d40e,2018-03-27,4,887.1,158,3,4,4,344,11,Loyal Customers
05ad486c-8917-40cd-ba18-7ccc47f54258,2018-07-21,6,515.28,42,5,5,3,553,13,Champions
05af49d4-c78a-468d-97dd-565c6e3db06d,2018-04-26,2,143.21,128,3,2,2,322,7,Potential Loyalists
05b0920f-ce3c-4955-ac53-6963334abd36,2018-07-14,4,1610.69,49,5,4,5,545,14,Champions
05b0bf49-15b5-46e7-a5f7-8b61f5f64fad,2018-02-04,2,867.1800000000001,209,2,2,4,224,8,Need Attention
05b5c392-3122-49d2-af43-e3a760124df0,2017-11-03,2,140.9,302,1,2,2,122,5,At Risk
05c13a05-a2a1-4536-9afd-a22574b95fb5,2018-04-24,2,144.45,130,3,2,2,322,7,Potential Loyalists
05d202c9-ee43-4add-883f-8d291dc41767,2017-04-27,1,211.77,492,1,1,2,112,4,Hibernating
05d2685a-b1de-4a82-9cb0-eb15ee5da1a3,2018-07-28,10,2436.15,35,5,5,5,555,15,Champions
05e9ff6d-a888-49a2-be5d-a3a5654e88e1,2018-06-25,5,1464.01,68,4,5,5,455,14,Champions
05ea0bcb-4875-4158-99c7-ae797fcba840,2018-07-22,6,797.36,41,5,5,4,554,14,Champions
05eb1e21-552a-4036-b754-63129929f815,2018-06-10,1,65.22,83,4,1,1,411,6,Potential Loyalists
05f14612-3d2a-4dd8-80a1-c93cb0f5989b,2018-02-22,1,62.44,191,3,1,1,311,5,Potential Loyalists
05fe499f-8e34-4cde-846a-7f07a66e8d44,2018-06-20,4,1343.49,73,4,4,5,445,13,Champions
060080b9-239b-4385-8295-b41d07a2fbe4,2018-08-09,3,1074.73,23,5,3,5,535,13,Loyal Customers
